Day,verbrauch_promille,heizung_promille,wind_promille,solar_promille,stromverbrauch,davon_raumw_korr,stromverbr_raumw_korr,solar_strom,wind_strom,sonst_kraftw,wind_solar_konstant,direktverbr_strom,ueberschuss_strom,einspeich,abregelung,mangel_last,brennstoff_ausgleich,speicher_ausgl_strom,ausspeich_rueckverstr,ausspeich_gas,ladezust_brutto
264,2.8491049804729203,-1.9602229231965456,2.705009340811253,3.3793410844297993,3155.26,-627.5,2527.76,3247.94,1527.87,42.71,4818.52,2527.76,2290.75,1488.99,0,0.0,0.0,0.0,0.0,0,80448.28
265,2.749769324379866,-1.8920223617783665,2.293728161859668,1.8068846866952772,3045.25,-605.67,2439.59,1736.63,1295.56,42.71,3074.9,2439.59,635.31,412.95,0,0.0,0.0,0.0,0.0,0,80861.23
266,2.3076296270936543,-1.8238218003601872,2.2586215567081784,2.91582517723525,2555.6,-583.83,1971.77,2802.45,1275.73,42.71,4120.89,1971.77,2149.12,1281.65,177.36,0.0,0.0,0.0,0.0,0,82142.88
267,2.107674122318493,-1.7556212389420076,1.4731703396357183,4.067314519897395,2334.16,-562.0,1772.16,3909.16,832.09,42.71,4783.96,1772.16,3011.8,1151.9,1239.65,0.0,0.0,0.0,0.0,0,83294.78
268,2.701011519665266,-1.6874206775238283,2.237984150377069,4.426080864969237,2991.25,-540.17,2451.09,4253.98,1264.08,42.71,5560.77,2451.09,3109.68,1593.21,658.6,0.0,0.0,0.0,0.0,0,84887.99
269,2.7671034662858633,-1.6192201161056494,0.4294291663015768,4.230779778071686,3064.45,-518.34,2546.11,4066.27,242.55,42.71,4351.54,2546.11,1805.43,1173.53,0,0.0,0.0,0.0,0.0,0,86061.52
270,2.7880154310154652,-1.55101955468747,0.8087537247404458,3.954051566556541,3087.61,-496.5,2591.1,3800.3,456.81,42.71,4299.82,2591.1,1708.72,1110.67,0,0.0,0.0,0.0,0.0,0,87172.18
271,2.8209658136396367,-1.4828189932692908,1.9580044504732776,3.804205018736001,3124.1,-474.67,2649.43,3656.28,1105.94,42.71,4804.93,2649.43,2155.51,1401.08,0,0.0,0.0,0.0,0.0,0,88573.26
272,2.7726843236581944,-1.4146184318511117,2.848814133118474,2.6753049028520453,3070.63,-452.84,2617.79,2571.28,1609.09,42.71,4223.08,2617.79,1605.29,1043.44,0,0.0,0.0,0.0,0.0,0,89616.7
273,2.3484004203079865,-1.3464178704329322,1.935569813642745,3.2198405953714553,2600.75,-431.01,2169.74,3094.64,1093.26,42.71,4230.62,2169.74,2060.87,1339.57,0,0.0,0.0,0.0,0.0,0,90956.27
274,2.133722857404306,-1.2782173090147528,1.395369408387471,3.420025227789677,2363.01,-409.18,1953.83,3287.04,788.14,42.71,4117.9,1953.83,2164.07,1269.99,210.24,0.0,0.0,0.0,0.0,0,92226.26
275,2.4723520436599347,-1.2100167475965735,1.168236717919798,3.640902696278803,2738.02,-387.34,2350.68,3499.33,659.85,42.71,4201.9,2350.68,1851.22,1203.29,0,0.0,0.0,0.0,0.0,0,93429.55
276,2.3139566380502674,-1.1418161861783942,5.290647791354364,2.2910617480157405,2562.61,-365.51,2197.1,2201.98,2988.31,42.71,5232.99,2197.1,3035.9,1428.11,838.8,0.0,0.0,0.0,0.0,0,94857.66
277,2.7860408005563304,-1.0736156247602149,4.359429410060845,3.0909901250953,3085.42,-343.68,2741.74,2970.8,2462.33,42.71,5475.84,2741.74,2734.1,1777.17,0,0.0,0.0,0.0,0.0,0,96634.83
278,2.8826551263734763,-1.0054150633420358,3.3071483174132177,2.299647555108152,3192.42,-321.85,2870.57,2210.23,1867.97,42.71,4120.91,2870.57,1250.34,812.72,0,0.0,0.0,0.0,0.0,0,97447.55
279,2.825660681909695,-0.9372145019238564,4.344471814291452,3.0816892112445324,3129.3,-300.02,2829.28,2961.86,2453.88,42.71,5458.45,2829.28,2629.17,1708.96,0,0.0,0.0,0.0,0.0,0,99156.51
280,2.426141867288739,-0.8690139405056772,4.5503785625362205,1.9511868941424888,2686.85,-278.18,2408.66,1875.32,2570.18,42.71,4488.21,2408.66,2079.55,1351.71,0,0.0,0.0,0.0,0.0,0,100508.22
281,2.2040541143965053,-0.8008133790874981,1.1792853812735349,2.115982794006379,2440.9,-256.35,2184.54,2033.71,666.09,42.71,2742.51,2184.54,557.97,362.68,0,0.0,0.0,0.0,0.0,0,100870.9
282,2.799231222776851,-0.732612817669319,2.0978985535412837,1.1681042598135651,3100.03,-234.52,2865.51,1122.68,1184.95,42.71,2350.35,2350.35,0,0.0,0,515.16,14.66,500.51,855.56,0,100015.33
283,2.8831926191457553,-0.6644122562511394,1.92084763223007,2.7082858075871026,3193.01,-212.69,2980.32,2602.98,1084.95,42.71,3730.64,2980.32,750.31,487.7,0,0.0,0.0,0.0,0.0,0,100503.04
284,2.898174137708047,-0.5962116948329603,5.178984086033406,3.1421881481998652,3209.6,-190.86,3018.75,3020.01,2925.24,42.71,5987.96,3018.75,2969.21,1929.99,0,0.0,0.0,0.0,0.0,0,102433.02
285,2.9564429425760226,-0.5280111334147808,2.5551979687606026,1.3998033755130004,3274.13,-169.02,3105.11,1345.37,1443.25,42.71,2831.33,2831.33,0,0.0,0,273.78,7.79,265.99,454.68,0,101978.34
286,2.861026504614169,-0.4598105719966017,4.909536543357417,2.3483336525741887,3168.46,-147.19,3021.27,2257.02,2773.04,42.71,5072.78,3021.27,2051.51,1333.48,0,0.0,0.0,0.0,0.0,0,103311.82
287,2.453448029571489,-0.3916100105784221,5.194888609700345,2.001144795400285,2717.09,-125.36,2591.73,1923.33,2934.22,42.71,4900.26,2591.73,2308.54,1500.55,0,0.0,0.0,0.0,0.0,0,104812.37
288,2.3685509369435263,-0.3234094491602461,4.440155452532494,2.1769298041837195,2623.07,-103.53,2519.54,2092.28,2507.92,42.71,4642.92,2519.54,2123.38,1380.2,0,0.0,0.0,0.0,0.0,0,106192.56
289,2.904847460064686,-0.2569107384891844,1.7882074536313872,2.715617914856321,3216.99,-82.24,3134.75,2610.03,1010.03,42.71,3662.77,3134.75,528.01,343.21,0,0.0,0.0,0.0,0.0,0,106535.77
290,2.9647675257564408,-0.1904120278181231,0.9175994850750152,2.28066101807459,3283.35,-60.95,3222.4,2191.98,518.29,42.71,2752.98,2752.98,0,0.0,0,469.42,13.35,456.07,779.6,0,105756.17
291,3.015788371686032,-0.1239133171470614,3.2296249642870714,2.4371155144217096,3339.86,-39.67,3300.19,2342.35,1824.18,42.71,4209.25,3300.19,909.06,590.89,0,0.0,0.0,0.0,0.0,0,106347.06
292,3.0663760552493455,-0.0574146064759992,4.058227281581265,0.9759758934072004,3395.88,-18.38,3377.5,938.03,2292.2,42.71,3272.94,3272.94,0,0.0,0,104.56,2.97,101.59,173.65,0,106173.4
293,2.998597342692979,0.0090841041950624,5.165314241931733,0.6820262817936747,3320.82,2.91,3323.73,655.51,2917.51,42.71,3615.73,3323.73,292.01,189.8,0,0.0,0.0,0.0,0.0,0,106363.21
294,2.4863115612294076,0.0755828148661237,3.716630509041822,2.071632597011892,2753.48,24.2,2777.68,1991.08,2099.26,42.71,4133.05,2777.68,1355.37,880.99,0,0.0,0.0,0.0,0.0,0,107244.2
295,2.344729191728223,0.1420815255371859,3.647534638521475,2.2106529716299814,2596.69,45.48,2642.17,2124.7,2060.23,42.71,4227.64,2642.17,1585.47,1030.55,0,0.0,0.0,0.0,0.0,0,108274.75
296,2.9167176383516717,0.2085802362082476,1.3242075133633882,1.991260028563265,3230.14,66.77,3296.91,1913.83,747.95,42.71,2704.49,2704.49,0,0.0,0,592.42,16.85,575.56,983.87,0,107290.89
297,3.031935004154087,0.2750789468793089,2.5826940142605763,0.5459161201225651,3357.74,88.06,3445.79,524.69,1458.78,42.71,2026.18,2026.18,0,0.0,0,1419.62,40.39,1379.23,2357.66,0,104933.23
298,3.008106157916386,0.341577657550371,2.565334840687946,1.6503532484817525,3331.35,109.34,3440.69,1586.18,1448.97,42.71,3077.87,3077.87,0,0.0,0,362.83,10.32,352.5,602.57,0,104330.65
299,3.048193614283034,0.4080763682214323,2.0239450658841776,0.8356429810680781,3375.74,130.63,3506.38,803.15,1143.18,42.71,1989.04,1989.04,0,0.0,0,1517.33,43.17,1474.17,2519.94,0,101810.71
300,2.973915827535026,0.4745750788924949,2.0525127737542856,0.8879317682787431,3293.48,151.92,3445.4,853.41,1159.32,42.71,2055.43,2055.43,0,0.0,0,1389.97,39.54,1350.43,2308.42,0,99502.29
301,2.501499009441242,0.5410737895635562,2.939819350225631,1.378784668007908,2770.3,173.21,2943.51,1325.17,1660.49,42.71,3028.38,2943.51,84.87,55.16,0,0.0,0.0,0.0,0.0,0,99557.45
302,2.545390975115738,0.6075725002346184,5.964784910993829,1.2296034410321677,2818.91,194.49,3013.4,1181.79,3369.08,42.71,4593.58,3013.4,1580.18,1027.11,0,0.0,0.0,0.0,0.0,0,100584.57
303,2.8553964863175434,0.6740712109056797,3.537223687339868,1.478012519717994,3162.23,215.78,3378.01,1420.54,1997.92,42.71,3461.18,3378.01,83.17,54.06,0,0.0,0.0,0.0,0.0,0,100638.63
304,2.8451240380701064,0.7405699215767414,3.6689520745121578,0.9165767725422505,3150.85,237.07,3387.92,880.94,2072.33,42.71,2995.98,2995.98,0,0.0,0,391.95,11.15,380.79,650.93,0,99987.69
305,2.6123601711187336,0.8070686322478036,3.792542854965651,1.7171749964587506,2893.08,258.35,3151.43,1650.41,2142.13,42.71,3835.25,3151.43,683.82,444.48,0,0.0,0.0,0.0,0.0,0,100432.18
306,3.0203663462027697,0.8735673429188648,6.2206680189816,0.6656150342886222,3344.93,279.64,3624.57,639.73,3513.61,42.71,4196.05,3624.57,571.48,371.46,0,0.0,0.0,0.0,0.0,0,100803.64
307,2.963586571108405,0.940066053589927,4.720846665977113,0.9640272741536596,3282.05,300.93,3582.97,926.54,2666.47,42.71,3635.72,3582.97,52.75,34.28,0,0.0,0.0,0.0,0.0,0,100837.93
308,2.627198030535589,1.0065647642609887,5.613813727951041,1.6372097673028576,2909.51,322.22,3231.73,1573.55,3170.84,42.71,4787.1,3231.73,1555.37,1010.99,0,0.0,0.0,0.0,0.0,0,101848.92
309,2.45258825962884,1.07306347493205,4.971457546468532,0.9043882757052106,2716.14,343.5,3059.64,869.22,2808.02,42.71,3719.95,3059.64,660.31,429.2,0,0.0,0.0,0.0,0.0,0,102278.12
310,3.0658882696338523,1.1395621856031122,6.316370982281776,1.518311953745845,3395.34,364.79,3760.13,1459.27,3567.66,42.71,5069.65,3760.13,1309.52,851.19,0,0.0,0.0,0.0,0.0,0,103129.31
311,3.1289737526176364,1.2060608962741737,5.031885249555688,1.2004696296173794,3465.2,386.08,3851.28,1153.79,2842.15,42.71,4038.65,3851.28,187.37,121.79,0,0.0,0.0,0.0,0.0,0,103251.1
312,3.1679266840980818,1.2725596069452356,5.644786527271501,1.386306866947069,3508.34,407.37,3915.71,1332.4,3188.33,42.71,4563.45,3915.71,647.74,421.03,0,0.0,0.0,0.0,0.0,0,103672.13
313,3.171611022257657,1.3390583176162971,4.751647296588929,0.929783617611126,3512.42,428.65,3941.08,893.63,2683.86,42.71,3620.21,3620.21,0,0.0,0,320.87,9.13,311.74,532.89,0,103139.24
314,3.082357179272278,1.4055570282873582,3.8800010453100167,1.0344200299302957,3413.58,449.94,3863.52,994.2,2191.53,42.71,3228.44,3228.44,0,0.0,0,635.08,18.07,617.01,1054.72,0,102084.52
315,2.609264125353208,1.4720557389584208,2.4024860810163573,0.9842629850182736,2889.65,471.23,3360.88,945.99,1356.99,42.71,2345.69,2345.69,0,0.0,0,1015.18,28.88,986.3,1685.98,0,100398.54
316,2.4710973476254585,1.5385544496294816,1.1800056789321498,1.0632279699108966,2736.63,492.51,3229.15,1021.89,666.5,42.71,1731.1,1731.1,0,0.0,0,1498.05,42.62,1455.43,2487.92,0,97910.62
317,3.0784259440262502,1.6050531603005442,3.971259245009468,0.5003801131870073,3409.22,513.8,3923.03,480.92,2243.08,42.71,2766.71,2766.71,0,0.0,0,1156.31,32.9,1123.42,1920.37,0,95990.24
318,3.146619793276653,1.671551870971606,6.332999317254445,0.5725877918123815,3484.75,535.09,4019.84,550.32,3577.06,42.71,4170.09,4019.84,150.26,97.67,0,0.0,0.0,0.0,0.0,0,96087.91
319,3.1438503945414347,1.6715518709716104,3.8211088060122016,0.9111003220510442,3481.68,535.09,4016.77,875.67,2158.27,42.71,3076.65,3076.65,0,0.0,0,940.11,26.74,913.37,1561.32,0,94526.59
320,3.1806298669356017,1.6937770267957992,3.0306225326236644,0.7776333397905664,3522.41,542.2,4064.61,747.4,1711.78,42.71,2501.89,2501.89,0,0.0,0,1562.73,44.46,1518.27,2595.33,0,91931.26
321,3.1162405269930473,1.7160021826199907,1.7423596292487404,0.8112659873939985,3451.1,549.32,4000.42,779.72,984.13,42.71,1806.57,1806.57,0,0.0,0,2193.86,62.41,2131.44,3643.49,0,88287.77
322,2.671206889963407,1.738227338444181,2.709339910880733,0.898622161716949,2958.25,556.43,3514.68,863.68,1530.31,42.71,2436.7,2436.7,0,0.0,0,1077.98,30.67,1047.31,1790.27,0,86497.5
323,2.536624489849168,1.760452494268371,5.689448495752769,0.9188759765501286,2809.2,563.55,3372.75,883.15,3213.56,42.71,4139.42,3372.75,766.67,498.33,0,0.0,0.0,0.0,0.0,0,86995.83
324,3.027903808361995,1.7826776500925607,3.152637442345992,0.798833086981318,3353.27,570.66,3923.94,767.77,1780.7,42.71,2591.18,2591.18,0,0.0,0,1332.75,37.91,1294.84,2213.4,0,84782.43
325,3.163318120561783,1.8049028059167511,1.732653179093009,0.5359136774898663,3503.24,577.78,4081.02,515.08,978.65,42.71,1536.44,1536.44,0,0.0,0,2544.58,72.39,2472.19,4225.96,0,80556.46
326,3.1997682147631816,1.827127961740941,2.5392354699162634,0.8912810024634477,3543.61,584.89,4128.5,856.62,1434.23,42.71,2333.57,2333.57,0,0.0,0,1794.93,51.06,1743.87,2980.97,0,77575.5
327,3.243072434276121,1.8493531175651317,7.007357796662167,0.7005240116759553,3591.56,592.01,4183.57,673.29,3957.95,42.71,4673.95,4183.57,490.38,318.75,0,0.0,0.0,0.0,0.0,0,77894.24
328,3.193069765711904,1.8715782733893216,6.628117565754063,0.6766494031295814,3536.19,599.12,4135.31,650.34,3743.75,42.71,4436.8,4135.31,301.49,195.97,0,0.0,0.0,0.0,0.0,0,78090.21
329,2.7846697570010255,1.893803429213512,3.8934020954073776,0.5325101313994638,3083.9,606.24,3690.14,511.8,2199.1,42.71,2753.62,2753.62,0,0.0,0,936.52,26.64,909.88,1555.34,0,76534.87
330,2.588106356002137,1.9160285850377037,1.5326616557666746,0.6281307673727798,2866.22,613.35,3479.57,603.71,865.69,42.71,1512.11,1512.11,0,0.0,0,1967.46,55.97,1911.49,3267.5,0,73267.37
331,3.2195576717214083,1.9382537408618932,2.934534824964375,0.389683397390379,3565.52,620.46,4185.99,374.53,1657.51,42.71,2074.75,2074.75,0,0.0,0,2111.24,60.06,2051.17,3506.28,0,69761.08
332,3.357753946003734,1.9604788966860829,2.7552228717345315,0.2467706695306058,3718.57,627.58,4346.15,237.18,1556.23,42.71,1836.11,1836.11,0,0.0,0,2510.03,71.41,2438.63,4168.59,0,65592.49
333,3.37287857747897,1.9827040525102737,3.231056775486514,0.3388248236964257,3735.32,634.69,4370.01,325.65,1824.99,42.71,2193.35,2193.35,0,0.0,0,2176.66,61.92,2114.74,3614.93,0,61977.56
334,3.328277055797166,2.004929208334464,0.462179871062327,0.2563250389412969,3685.92,641.81,4327.73,246.36,261.05,42.71,550.12,550.12,0,0.0,0,3777.61,107.47,3670.14,6273.75,0,55703.81
335,3.2743180252922817,2.027154364158654,0.6374001822265235,0.1000696862484033,3626.17,648.92,4275.09,96.18,360.02,42.71,498.91,498.91,0,0.0,0,3776.18,107.43,3668.75,6271.37,0,49432.44
336,2.8611281038577094,2.0493795199828444,0.6038589068648539,0.1423560308263695,3168.58,656.04,3824.61,136.82,341.08,42.71,520.61,520.61,0,0.0,0,3304.01,93.99,3210.01,5487.2,0,43945.24
337,2.7094595513889117,2.0716046758070332,1.5299139837225906,0.3463560746198695,3000.61,663.15,3663.76,332.89,864.14,42.71,1239.74,1239.74,0,0.0,0,2424.02,68.96,2355.06,4025.75,0,39919.49
338,3.329819616355007,2.0938298316312247,3.36090711827573,0.1018800831050004,3687.63,670.27,4357.9,97.92,1898.33,42.71,2038.96,2038.96,0,0.0,0,2318.93,65.97,2252.96,3851.22,0,36068.26
339,3.340254841885107,2.1160549874554153,3.7550012923633296,0.2186868882926437,3699.19,677.38,4376.57,210.18,2120.93,42.71,2373.82,2373.82,0,0.0,0,2002.75,56.98,1945.77,3326.1,0,32742.16
340,3.3096756545093733,2.138280143279604,1.616298754873264,0.1404641661112256,3665.32,684.5,4349.82,135.0,912.93,42.71,1090.64,1090.64,0,0.0,0,3259.18,92.72,3166.46,5412.75,0,27329.42
341,3.294907712851513,2.1605052991037956,1.1008151002498423,0.6082933438166174,3648.97,691.61,4340.58,584.64,621.77,42.71,1249.12,1249.12,0,0.0,0,3091.46,87.95,3003.51,5134.2,0,22195.21
342,3.1999457403231313,2.1827304549279862,2.749117909871877,0.1850995006106265,3543.8,698.73,4242.53,177.9,1552.78,42.71,1773.39,1773.39,0,0.0,0,2469.14,70.24,2398.89,4100.67,0,18094.54
343,2.725445045271782,2.204955610752176,4.576455094601655,0.4490010503967822,3018.31,705.84,3724.15,431.54,2584.91,42.71,3059.16,3059.16,0,0.0,0,664.99,18.92,646.07,1104.4,0,16990.15
344,2.5635723236170653,2.2271807665763657,5.93250854859363,0.4937133267625884,2839.05,712.95,3552.0,474.52,3350.85,42.71,3868.07,3552.0,316.07,205.45,0,0.0,0.0,0.0,0.0,0,17195.59
345,3.0604975011687903,2.2494059224005563,4.715108880237997,0.4208765352295466,3389.37,720.07,4109.44,404.51,2663.23,42.71,3110.45,3110.45,0,0.0,0,998.99,28.42,970.57,1659.09,0,15536.5
346,3.127307197284076,2.271631078224746,1.888734654420728,0.4465932225775081,3463.36,727.18,4190.54,429.23,1066.81,42.71,1538.75,1538.75,0,0.0,0,2651.79,75.44,2576.35,4404.02,0,11132.48
347,3.1422832535214464,2.293856234048937,3.0393996231174265,0.4431715725185396,3479.94,734.3,4214.24,425.94,1716.74,42.71,2185.39,2185.39,0,0.0,0,2028.85,57.72,1971.14,3369.46,0,7763.01
348,3.0988408371879923,2.3160813898731263,1.0161959367745554,0.3075502179987112,3431.83,741.41,4173.25,295.59,573.98,42.71,912.28,912.28,0,0.0,0,3260.97,92.77,3168.2,5415.72,0,2347.29
349,3.0212375870277546,2.3383065456973213,2.3597618889191208,0.3875561810838774,3345.89,748.53,4094.42,372.49,1332.86,42.71,1748.06,1748.06,0,0.0,0,2346.36,66.75,2279.61,3896.77,0,-1549.48
350,2.677742561732023,2.360531701521511,4.6839428303262,0.7378091349375722,2965.49,755.64,3721.13,709.12,2645.62,42.71,3397.45,3397.45,0,0.0,0,323.67,9.21,314.46,537.55,0,-2087.02
351,2.5486694625336437,2.3827568573457008,4.873962623139605,1.0329807644293008,2822.54,762.76,3585.3,992.81,2752.95,42.71,3788.48,3585.3,203.18,132.07,0,0.0,0.0,0.0,0.0,0,-1954.96
352,3.0914229999445486,2.404982013169893,5.181935549610172,1.12609400075623,3423.62,769.87,4193.49,1082.31,2926.9,42.71,4051.92,4051.92,0,0.0,0,141.57,4.03,137.54,235.11,0,-2190.07
353,3.1062002275547753,2.427207168994082,4.949838075768725,0.7357814904581834,3439.98,776.99,4216.97,707.17,2795.81,42.71,3545.69,3545.69,0,0.0,0,671.28,19.1,652.18,1114.84,0,-3304.91
354,3.031029896914589,2.449432324818273,6.36087483664286,0.4857113726564294,3356.74,784.1,4140.84,466.83,3592.8,42.71,4102.34,4102.34,0,0.0,0,38.5,1.1,37.4,63.94,0,-3368.85
355,2.968588422039054,2.471657480642463,7.987076805910307,0.1439808620051654,3287.58,791.22,4078.8,138.38,4511.33,42.71,4692.42,4078.8,613.62,398.85,0,0.0,0.0,0.0,0.0,0,-2970.0
356,2.879324200636325,2.493882636466653,7.747946767367793,0.3283471518888701,3188.73,798.33,3987.06,315.58,4376.26,42.71,4734.55,3987.06,747.49,485.87,0,0.0,0.0,0.0,0.0,0,-2484.13
357,2.5652629131802804,2.5161077922908444,5.601647724814671,0.1913906296873013,2840.92,805.44,3646.36,183.95,3163.97,42.71,3390.63,3390.63,0,0.0,0,255.74,7.28,248.46,424.72,0,-2908.85
358,2.382751343042039,2.538332948115035,6.856077720117365,0.1988404127521983,2638.79,812.56,3451.35,191.11,3872.51,42.71,4106.33,3451.35,654.97,425.73,0,0.0,0.0,0.0,0.0,0,-2483.11
359,2.2800640043771314,2.5605581039392247,5.935366900521842,0.5409511067433477,2525.07,819.67,3344.75,519.92,3352.46,42.71,3915.09,3344.75,570.34,370.72,0,0.0,0.0,0.0,0.0,0,-2112.39
360,2.3284667579718312,2.582783259763416,6.317006952409626,0.5585888981187447,2578.68,826.79,3405.47,536.87,3568.02,42.71,4147.6,3405.47,742.14,482.39,0,0.0,0.0,0.0,0.0,0,-1630.0
361,2.5021047812750403,2.605008415587606,3.530776144883482,0.967041584919894,2770.97,833.9,3604.88,929.44,1994.28,42.71,2966.43,2966.43,0,0.0,0,638.44,18.16,620.28,1060.31,0,-2690.31
362,2.5935626723662577,2.6272335714117965,7.1614136544279745,0.6074786652311487,2872.26,841.02,3713.28,583.86,4044.97,42.71,4671.54,3713.28,958.26,622.87,0,0.0,0.0,0.0,0.0,0,-2067.44
363,2.5577806205027627,2.649458727235987,7.483492117242498,0.5714472417927253,2832.63,848.13,3680.76,549.23,4226.89,42.71,4818.83,3680.76,1138.06,739.74,0,0.0,0.0,0.0,0.0,0,-1327.7
364,2.364949626122759,2.671683883060177,5.399483010747588,0.8875515849388578,2619.08,855.25,3474.33,853.04,3049.78,42.71,3945.53,3474.33,471.2,306.28,0,0.0,0.0,0.0,0.0,0,-1021.42
365,2.271367436869556,2.6939090388843683,5.446203976438361,0.49332409143842,2515.44,862.36,3377.8,474.14,3076.17,42.71,3593.02,3377.8,215.22,139.89,0,0.0,0.0,0.0,0.0,0,-881.53
